Page/group,Date of obs,Date of pub,Period of obs,Brief description,Content Type,Strategies,Calls to action,Engagement metrics,Like ,Heart,Haha,Angry,Surprised,Sad,Cares (new),Comments (No.),,Shares,"Fact checking, if possible"
Amit Prajapati Hindu,20th April,20th April,12-8pm,FB live: announcing another kitchen team started by HRD,C3,,,,96,9,,,,,,16,,70,
Amit Prajapati Hindu,20th April,20th April,12-8pm,"video of HRd member Ram Vivah talking about doing seva, condemning Palghar lynching - implies that the phrase mob lynching is reserved for Muslim victims only. Blames TJ ""traitors"" for the rise of corona. Asks Hindus to wise up and wake up. (unspecified)",C3,S1,,,13,3,,,,,,,,,
Amit Prajapati Hindu,20th April,20th April,12-8pm,FB live: about HRD kitchens running smoothly,C3,,,,2,,,,,,,,,,
Amit Prajapati Hindu,20th April,20th April,12-8pm,"shared ""Bharat News"" live video of people who are not getting work during lockdown - many are Muslim. They are being given ration in the video.",C3,,,,3,,,,,,,,,1,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"video of Palghar lynching, captioned condemning the fact that police allowed it to happen. Comments calling for violent action against perpetrators, a few imply that Muslim community is behind this and atleast one was informed the accused are Hindu. Regardless of perpetrators' identity, there is still an assumption of Hinduism being threatened somehow.",C3,,,,121,,1,83,1,77,,76,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"Asking everyone to hail ""jai shri ram"", comments comply",C5,,,,75,,,,,,,29,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"video of Palghar lynching, caption says ""murder of saints, listen carefully, you can hear 'bhaag shoaib bhaag'"" [this researcher could hear ""bas oye bas"" i.e. telling them to stop. Alt News also debunked the ""shoaib"" idea]",C3,S2,,,13,,,12,,7,,8,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"2 videos edited together, of a Muslim man recording live from a busy  market in Meerut during lockdown, implying some support towards defying lockdown measures. Second video is of the same man apologizing for having made the previous video, saying he was wrong. Caption praising ""yogi ji's police"" for ""changing his tune"".",C3,S4,,,21,,12,,,,,2,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"2 videos, one of two young Muslim men abusing Hindu men and women into the camera and directly provoking them to come find them, the other is of the same two men now caught by a group of Hindu men. Here the first two are apologizing and looking scared. Caption mocking the way their tune changed with time",C3,S4,,,249,3,106,11,5,,,124,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"video of a massive crowd of sadhus etc - naga sadhu rally, many holding what look like types of long sticks or weapons. Captioned asking if Uddhav Thackeray and the Maharashtra govt will be handle this",C3,,,,1.8k,158,2,1,26,3,,380,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"video of Uddhav Thackeray speaking on Palghar lynching, that it is not religiously motivated but that the state govt would pursue justice with as much force as is needed. 2-3 comments disagree that it is not caused by Muslims",C3,,,,5,,2,8,,,,51,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"video by member of 'Updesh Rana Youth Brigade' speaking on Palghar incident, says the truth needs to be found and perpetrators get booked under NSA. Offers their own help for anything related to standing up for the killed Sadhus",C3,,,,290,,,,,,,33,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"video of a sadhu at some kind of religious gathering, saying that Hindus need to rise together and arm themselves if they want a Hindu Rashtra. A second sadhu brings out a revolver, explains tips for safe usage, fires into the air as demonstration while those surrounding him chant ""Jai shri Ram"". Originally captioned as ""so this is why the monks were killed""  (ref to Palghar, though video doesn't mention it at all)",C3,S4,A1,,79,,,,,,,6,,,
We Support Narendra Modi,21st April,20th April,11:30am-7:30pm,"unclear video of vegetable vendor, bending down and seemingly spitting - can't tell as to whether this was into a regular container or a dustbin. Caption asking seculars to explain why he is spitting. [implying corona spreading]",C3,S2,,,2,,,4,,,,,,,
Rashtriya Swayamsevak Sangh,21st April,20th April,11:30am-7:30pm,"screenshot of news article in Urdu, with hindi translation stating that the media hasn't reported on two Muslim men in Karnataka who sold their own property to raise 25 lakh for 2k poor families. Also mentions the backlash inflicted on Muslim vegetable vendors just because of media hate, and says ultimately ""our love will defeat your hatred"". The comment section calls this post 'fake news' - no explanation given.",C4,S2,,,14,,8,2,1,,,40,,,
Rashtriya Swayamsevak Sangh,21st April,20th April,11:30am-7:30pm,"video of Uddhav Thackeray speaking on Palghar lynching, that it is not religiously motivated but that the state govt would pursue justice with as much force as is needed. Comments largely opposing Thackeray, his family, his politics",C3,,,,,,,,,,,,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"video of a sadhu at some kind of religious gathering, saying that Hindus need to rise together and arm themselves if they want a Hindu Rashtra. A second sadhu brings out a revolver, explains tips for safe usage, fires into the air as demonstration while those surrounding him chant ""Jai shri Ram"". Caption- ""In the Naimisharanya Dharma Samagam, the saints called upon the Hindus to wear weapons to protect their religion, to spread this message to every Hindu, (Mr. Girdhar Swamy)""",C3,S4,A1,,4,,,,,,,1,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"video of a man at a masjid seemingly discreetly taking out money from a donation box. Captioned as ""If these people can steal from Allah also then think  about what that means""",C3,,,,2,,,,,1,,,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"video of Republic TV segment calling out 'fake news' - of NDTV, Scroll, Caravan",C3,S2,,,6,1,,,,,,,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"video from Bijnor, of an old Muslim man being accused of urinating into a bottle and sprinkling from that bottle on bananas (video apparently taken only after said incident). The accused is incoherently seemingly apologizing - without explicitly admitting or denying. He is told to keep standing there and that no harm would come to him. No violence or profanity in the video.",C3,S2,,,3,,,5,,,,2,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"video from Ajay Bisht's father's funeral -Baba Ramdev, Chidanand Muni also present",C3,,,,105,2,,,,28,,19,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"minor argument in varanasi, between a sub-inspector and a Congress leader who wasn't wearing a mask or helmet while on his scooter.",C3,,,,8,,,6,1,,,4,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"picture of a pandit in a river, caption is a long rant about Hinduism and Hindus being in grave danger, from two evil 'mafias' - one is Muslims, other possibly Congress. Media and courts are in on it. Fair bit of fear mongering present in this caption.",C7,S2,,,6,,,,,,,1,,,
Rashtriya Swayamsevak Sangh,21st April,21st April,11:30am-7:30pm,"video from Ajay Bisht's father's funeral -Baba Ramdev, Chidanand Muni also present",C3,,,,10,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"message to all those on their list to 'pick up the Maharashtra incident of saints murdered, otherwise unfriend us immediately'. So far 2/9 comments are directly inciting violent retaliation/war",C5,,A1,,59,,,,,,,9,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"Alerting all Hindus to be ready to come out on the streets in support, if the sadhus do so. Comment section unanimously responds affirmatively - ""yes, we are ready""",C5,,A1,,83,6,,,,,,32,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"A 'babaji' (likely a member of Juna Akhada) speaking to Uddhav Thackeray, saying this [Palghar] would have never happened under Bal Thackeray, accusing him of signing underhanded deals with the opposition for the CM seat, and that’s what has led to this",C3,S2,,,14,1,,3,,,,2,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"content unavailable, caption is Marathi and comments are abusing Muslims, Uddhav Thackeray, Congress ",Content unavailable,S1 ,,,30,,2,28,,1,,89,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"video of a group of men making jokes about social distancing (they are sitting in a group outdoors but some are in masks), and making vulgar gestures directed at Modi.",C3,S3,,,,,,,,,,1,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"context unclear, video shows altercation amongst a group of men (some Muslim) in a lane in UP, including stone throwing and atleast one person trying to force entry into a house. Voiceover of person filming states that they have come after prayers and are entering houses, setting fire to a bike. Captioned stating that: when Parvesh Varma said that ""if they are not stopped, they would enter the house and kill people"" then his statement was  considered provocative, but see today, the jihadis are rioting in the house.",C3,"S1, S2",,,,,,1,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"meme-type edit of Uddhav Thackeray's face superimposed onto a Bollywood song with Tablighi Jamaat, clearly intended to show the former wooing the latter // implying some kind of unethical connection",C3,"S3, S2",,,18,,27,,1,,,4,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"video of female police officer making civilians hit each other hard with long lathis for breaking lockdown restrictions, caption praising these policing measures",C3,,,,,,,,,,,,,,
Bhagvadhari KattarHindu Yuva Foundation (Add Your Hindu Brothers),21st April,21st April,11:30am-7:30pm,"video of a guru ji from Ayodhya condemning Palghar lynching, asking for President's rule in Maharashtra and punishment for the guilty. He says if this is not carried out he will start a fast unto death from 24th April and he asks everyone to stay at home while he does this. He also sees this as part of a general rise of anti-Hindu sentiment, criticizes Muslims for many things e.g India of violent acts against the police, burning public property, antinational slogans etc and also includes ""murder of saints"" in this list. ",C3,"S1, S2",,,33,,,,,,,,,,
Vishwa Hindu Parishad,21st April,,11:30am-7:30pm,NO NEW POSTS,,,,,,,,,,,,,,,
SurySagarji GuruDev,21st April,21st April,11:30am-7:30pm,"short clip of Ashok Gehlot giving a speech on covid where he pauses before saying the word 'mask', caption mocking his memory to mock his CM abilities",C3,,,,180,2,172,,2,1,,88,,313,
SurySagarji GuruDev,21st April,21st April,11:30am-7:30pm,"scolding his audience for playing online Ludo, advocates reading the Gita or studying the lives of great men",C5,,,,306,19,1,,1,2,,38,,17,
SurySagarji GuruDev,21st April,21st April,11:30am-7:30pm,"Picture of himself with a policeman, captioned as ""Thanks to the Bharatiya Janata Party..Modi Saheb and Gujarat Home Ministry and Rupani Saheb and all your police administration who are concerned about my safety. This is Gujarat, not Maharashtra""",C4,,,,3.2k,412,1,1,7,,,573,,212,
SurySagarji GuruDev,21st April,21st April,11:30am-7:30pm,"video of Palghar lynching where you can hear someone shout ""bas oye bas"" i.e. 'stop'; caption says  ""you can hear 'maar shoaib maar'"",  criticizes Maharashtra govt, Home minister, CM. Also mentions that ""By the way, not a single pig of this crowd will be left alive, even if they are hidden, the strength of the monks and the organization (sangathan) will see to it"". ",C3,"S1, S2",A1,,265,1,1,69,,82,,114,,313,
SurySagarji GuruDev,21st April,21st April,11:30am-7:30pm,"Joke about how 'Chandulal' got a reply from a girl for the first time ever, but it was in Telugu and therefore he blocked her himself.",C5,,,,133,,35,,,,,24,,4,
Amit Prajapati Hindu,21st April,21st April,11:30am-7:30pm,pictures of HRD members holding signs asking for the killers of sadhus in Palghar to be hung,C4,,,,32,2,,,,,,,,1,
Amit Prajapati Hindu,21st April,21st April,11:30am-7:30pm,"video of man feeding a cow with a song in the background, captioned as ""jai gau mata""",C3,,,,12,3,,,,,,,,1,
Amit Prajapati Hindu,21st April,21st April,11:30am-7:30pm,"Asking for everyone to recite the Hanuman Chalisa together, keep adding rows and commenting.",C5,S5,,,153,11,1,,,,,634,,6,
Amit Prajapati Hindu,21st April,21st April,11:30am-7:30pm,shared FB live of HRD's 11th kitchen on its second day of work.,C3,,,,17,,,,,,,1,,3,
Amit Prajapati Hindu,21st April,21st April,11:30am-7:30pm,"stating ""be ready for the Hanuman Chalisa today, at 2:30pm. The medium is social media""",C5,,,,168,12,,,,,,94,,,
